module	version	source	score
k8s.io/kubernetes	e39571591d2917ca642f47ebca11253a91793c4b	https://github.com/kubernetes/kubernetes	150091
github.com/avelino/awesome-go	fb0fc028e5dcbaee87eed8f4ec50f5fd2b86695d	https://github.com/avelino/awesome-go	142842
github.com/ollama/ollama	48708ca0d50d26b28690e3f15ea610dc6e664d53	https://github.com/ollama/ollama	101442
github.com/fatedier/frp	9d5638cae6dfecb10bff7c6d3e52625fe264fee1	https://github.com/fatedier/frp	98764
github.com/gin-gonic/gin	f05f966a0824b1d302ee556183e2579c91954266	https://github.com/gin-gonic/gin	86541
github.com/gohugoio/hugo	352be5ba8702017997587b3b99c42e66857b0627	https://github.com/gohugoio/hugo	82899
github.com/syncthing/syncthing	cc09f0170df7df8775b6f9419c85d1faa7319599	https://github.com/syncthing/syncthing	68954
github.com/ethereum/go-ethereum	e4dbd5f685a638cc84ac2208bc40cbe1227c83bf	https://github.com/ethereum/go-ethereum	67478
github.com/junegunn/fzf	3c40b1bd51a895a907dbae5d30f6d9e99bdc1f90	https://github.com/junegunn/fzf	67048
github.com/prometheus/prometheus	6b36a5592a8f7e51f9801e5c8944ad9ca185e5cc	https://github.com/prometheus/prometheus	64449
github.com/caddyserver/caddy/v2	9753c4451077d4459ec10cb3df27ab9dc4456290	https://github.com/caddyserver/caddy	61864
go.etcd.io/etcd/v3	55de68d18c63fde8747f2cd9f7c2ff242346f756	https://github.com/etcd-io/etcd	57384
github.com/nektos/act	ccd28e7939cf3feed230944cfc3a0498b98bddab	https://github.com/nektos/act	56037
github.com/traefik/traefik/v3	06e64af9e9b4fffd3e0d2772343a31bc0de23c40	https://github.com/traefik/traefik	56005
github.com/jesseduffield/lazygit	095eb130e9c141a91cf7c4dc9c26f11a07824fec	https://github.com/jesseduffield/lazygit	54001
github.com/minio/minio	96ca402dcd725e207dc05bc5361d371c5d38dc43	https://github.com/minio/minio	53042
github.com/hashicorp/terraform	2e4a62d92906399cf8e079e0513fde9df14b2537	https://github.com/hashicorp/terraform	52081
filippo.io/mkcert	1c1dc4ed27ed5936046b6398d39cab4d657a2d8e	https://github.com/FiloSottile/mkcert	51401
github.com/rclone/rclone	a19ddffe92b905ec535758f5f9fe6cd6451f806b	https://github.com/rclone/rclone	50971
code.gitea.io/gitea	d638067d3cb0a7f69b4d899f65b9be4940bd3e41	https://github.com/go-gitea/gitea	50101
gogs.io/gogs	07380780c6a1f09630e473d0e7ca9c2c1a8f99ee	https://github.com/gogs/gogs	49830
github.com/alist-org/alist/v3	a701432b8bf5b43a78382d75e9090ed66c03a570	https://github.com/AlistGo/alist	48667
github.com/wagoodman/dive	925cdd86482edec42185794620a1e616b79bbee5	https://github.com/wagoodman/dive	47703
istio.io/istio	0bcbad8cac80a1a50da64ab398f71410308c792e	https://github.com/istio/istio	43616
github.com/pingcap/tidb	e13bfebaf0ecd18ef6fd2057869da7e2b2e734f2	https://github.com/pingcap/tidb	42921
github.com/cli/cli/v2	92ff87c6b77f055b0446430bf8cf65025f2c64a7	https://github.com/cli/cli	42787
github.com/pocketbase/pocketbase	0b304351830a6b8d1254f9ed69f9991c0247243b	https://github.com/pocketbase/pocketbase	41565
github.com/spf13/cobra	3a5efaede9d389703a792e2f7bfe3a64bc82ced9	https://github.com/spf13/cobra	40817
gorm.io/gorm	deceebfab8c460cfee229233aded2821ac6b08eb	https://github.com/go-gorm/gorm	40695
github.com/evanw/esbuild	d34e79e2a998c21bb71d57b92b0017ca11756912	https://github.com/evanw/esbuild	39227
github.com/docker/compose/v2	82417bd5bce53205712b78e6ce937988ab2faf05	https://github.com/docker/compose	39057
github.com/halfrost/LeetCode-Go	25c03cf13afa6ffb2bb305940c9bced152214536	https://github.com/halfrost/LeetCode-Go	38608
github.com/jesseduffield/lazydocker	de40167712063b02cb74ff3c4137eaf4b421638a	https://github.com/jesseduffield/lazydocker	38107
github.com/beego/beego/v2	d5830a0fc2eeaeb420d29bd995d31594acec23d3	https://github.com/beego/beego	37161
github.com/photoprism/photoprism	8c6d48d9d671bf6f5d9d7d0de8bad36cc98a8e66	https://github.com/photoprism/photoprism	37023
github.com/gofiber/fiber/v3	298975a98242ca66a0689175e9c8f7b43e9409c5	https://github.com/gofiber/fiber	35298
github.com/hashicorp/vault	a2390d3234d0120144afd02a88bd31760cc64a7f	https://github.com/hashicorp/vault	35265
